,fileid
524,20110117-0900-PLENARY-15_en_10_1
525,20150507-1000-SPECIAL-UNKN_en_253_1
526,20170425-1500-COMMITTEE-ENVI_en_119_0
527,20141120-0900-COMMITTEE-LIBE_en_34_0
528,20130121-1500-COMMITTEE-PETI_en_77_0
529,20140123-0900-COMMITTEE-ITRE_en_189_0
530,20111107-1500-COMMITTEE-AGRI_en_15_0
531,20121119-1630-SPECIAL-UNKN_en_26_0
532,20160627-1500-SPECIAL_en_22_0
533,20180313-0900-PLENARY-12_en_36_0
534,20110907-1236-SPECIAL-UNKN_en_94_0
535,20150601-1530-COMMITTEE-DEVE_en_20_1
536,20191121-1400-COMMITTEE-LIBE_en_115_0
537,20130311-0900-PLENARY-18_en_44_1
538,20140904-0900-COMMITTEE-PECH_en_47_1
539,20100623-0900-COMMITTEE-IMCO_en_3_1
540,20190724-0900-COMMITTEE-DEVE_en_84_1
541,20120918-0900-COMMITTEE-ITRE_en_3_0
542,20110706-0900-PLENARY-3_en_74_1
543,20191009-0900-PLENARY_en_407_0
544,20090309-0900-PLENARY-11_en_12_0
545,20190304-1500-COMMITTEE-AGRI_en_63_0
546,20180417-0900-PLENARY-4_en_238_1
547,20161026-1600-SPECIAL-UNKN_en_66_1
548,20160620-1100-SPECIAL-UNKN_en_10_1
549,20160301-1730-SPECIAL-UNKN_en_58_0
550,20130226-0900-COMMITTEE-ECON_en_348_0
551,20100623-1630-COMMITTEE-DROI_en_95_0
552,20151110-1500-COMMITTEE-AFET_en_241_0
553,20110615-1430-COMMITTEE-ENVI_en_98_1
554,20110713-1500-COMMITTEE-INTA_en_9_0
555,20190613-1130-COMMITTEE-B_en_55_0
556,20160215-1500-COMMITTEE-TRAN_en_89_1
557,20111121-1500-COMMITTEE-PETI_en_80_0
558,20151109-1500-COMMITTEE-IMCO_en_147_1
559,20151116-1500-COMMITTEE-AFET_en_120_0
560,20120229-1500-COMMITTEE-IMCO_en_98_0
561,20200916-0900-PLENARY_en_205_0
562,20180607-1400-COMMITTEE-PEST_en_255_0
563,20110712-1500-COMMITTEE-EMPL_en_279_2
564,20130905-0900-COMMITTEE-TRAN_en_47_0
565,20180305-1500-COMMITTEE-TRAN_en_66_0
566,20140211-0900-COMMITTEE-PECH_en_83_1
567,20150420-1500-COMMITTEE-SEDE_en_148_1
568,20120704-0900-PLENARY-8_en_183_1
569,20200928-1345-COMMITTEE-IMCO_en_78_1
570,20130321-0900-COMMITTEE-INTA_en_99_0
571,20131211-0900-PLENARY-16_en_41_1
572,20150707-1030-SPECIAL-UNKN24_en_27_1
573,20130121-1500-COMMITTEE-PECH_en_158_0
574,20180924-1430-COMMITTEE-CULT_en_125_1
575,20160621-0900-COMMITTEE-PETI_en_204_0
576,20150119-1500-COMMITTEE-JURI_en_9_0
577,20140410-0900-COMMITTEE-PECH_en_96_0
578,20111122-1500-COMMITTEE-JURI_en_142_2
579,20151030-1600-SPECIAL-UNKN_en_166_1
580,20130319-1530-COMMITTEE-SEDE_en_179_0
581,20161011-1500-COMMITTEE-BUDG_en_151_0
582,20181009-0900-COMMITTEE-EMPL_en_252_1
583,20090114-0900-PLENARY-3_en_301_0
584,20120530-0900-COMMITTEE-ITRE_en_269_0
585,20200507-1730-COMMITTEE-LIBE_en_31_1
586,20190220-1000-COMMITTEE-ECON_en_100_0
587,20130924-1000-COMMITTEE-INTA_en_90_1
588,20101004-1500-COMMITTEE-ECON_en_72_0
589,20100616-0900-PLENARY-7_en_1_1
590,20190123-0930-COMMITTEE-FEMM_en_298_1
591,20121127-1500-COMMITTEE-LIBE_en_0_2
592,20130221-1500-COMMITTEE-LIBE_en_61_0
593,20120918-0900-COMMITTEE-AFCO_en_293_0
594,20120425-0900-SPECIAL-UNKN_en_129_0
595,20140121-0900-COMMITTEE-AFCO_en_110_0
596,20160510-0900-PLENARY-12_en_61_0
597,20130917-1500-COMMITTEE-INTA_en_179_0
598,20171128-0900-COMMITTEE-PETI_en_321_0
599,20190118-1600-SPECIAL-EUROSCOLA_en_188_1
600,20101122-0900-PLENARY-17_en_25_0
601,20180321-1430-COMMITTEE-INTA_en_188_1
602,20200706-1400-COMMITTEE-ENVI_en_6_1
603,20140929-2000-COMMITTEE-HEARING2014NM3_en_192_1
604,20200903-1645-COMMITTEE-PETI_en_63_1
605,20100323-0900-COMMITTEE-ITRE_en_141_0
606,20141007-1215-COMMITTEE-ENVI_en_56_1
607,20150922-1500-COMMITTEE-PECH_en_283_0
608,20160510-0900-PLENARY-16_en_70_0
609,20150715-1500-COMMITTEE-ENVI_en_144_0
610,20160321-1500-COMMITTEE-TAX2_en_349_0
611,20170912-0900-PLENARY-16_en_71_1
612,20181128-0900-PLENARY_en_975_0
613,20160121-0830-COMMITTEE-CONT_en_39_0
614,20200928-1345-COMMITTEE-IMCO_en_17_0
615,20170323-1400-SPECIAL-UNKN_en_65_0
616,20111123-0930-SPECIAL-UNKN_en_33_0
617,20150601-1530-COMMITTEE-DEVE_en_205_0
618,20150119-1500-COMMITTEE-TRAN_en_109_1
619,20101209-0900-COMMITTEE-IMCO_en_85_0
620,20160606-1900-COMMITTEE-AFET_en_109_1
621,20111123-1130-SPECIAL_en_57_1
622,20130318-1500-COMMITTEE-AGRI_en_59_1
623,20150506-1230-SPECIAL-STOA_en_128_1
624,20161129-0900-COMMITTEE-INTA_en_78_1
625,20190115-0900-PLENARY_en_1408_0
626,20100125-1500-COMMITTEE-DROI_en_72_0
627,20201026-1645-COMMITTEE-AGRI_en_179_1
628,20120711-0900-COMMITTEE-ITRE_en_272_0
629,20141103-1500-COMMITTEE-ECON_en_16_0
630,20160314-1500-COMMITTEE-AGRI_en_258_1
631,20150226-1500-COMMITTEE-PETI_en_253_0
632,20101215-0900-PLENARY-3_en_246_1
633,20131210-0900-PLENARY-25_en_20_1
634,20110119-0900-PLENARY-13_en_9_0
635,20200525-1400-COMMITTEE-LIBE_en_145_1
636,20110315-0900-COMMITTEE-AGRI_en_181_0
637,20200622-0900-COMMITTEE-AFET_en_84_0
638,20120912-0900-PLENARY-3_en_67_0
639,20200602-1200-COMMITTEE-CULT_en_18_1
640,20121106-0900-COMMITTEE-JURI_en_79_1
641,20170612-1900-COMMITTEE-ENVI_en_96_0
642,20180320-1430-COMMITTEE-DEVE_en_137_1
643,20141016-0900-COMMITTEE-AFET_en_42_0
644,20161024-2030-COMMITTEE-AFET_en_19_0
645,20150224-0900-COMMITTEE-TRAN_en_49_1
646,20130121-1500-COMMITTEE-LIBE_en_73_1
647,20120228-1500-COMMITTEE-IMCO_en_370_0
648,20111208-0900-COMMITTEE-DEVE_en_300_1
649,20130528-1530-COMMITTEE-DEVE_en_264_0
650,20170912-0900-PLENARY-17_en_61_0
651,20110414-0900-COMMITTEE-DROI_en_152_0
652,20100519-0900-PLENARY-10_en_241_1
653,20140924-1000-COMMITTEE-FEMM_en_142_0
654,20181121-1000-COMMITTEE-ITRE_en_184_1
655,20130129-1500-COMMITTEE-ECON_en_46_0
656,20120320-1500-COMMITTEE-SEDE_en_52_1
657,20110126-0900-COMMITTEE-AFCO_en_353_1
658,20161108-0900-COMMITTEE-EMPL_en_62_1
659,20101109-0900-COMMITTEE-EMPL_en_94_1
660,20170123-1500-COMMITTEE-LIBE_en_215_0
661,20200903-1645-COMMITTEE-INTA_en_91_0
662,20110519-0900-COMMITTEE-SEDE_en_207_0
663,20141202-0900-COMMITTEE-PETI_en_240_1
664,20140311-0900-PLENARY-5_en_48_1
665,20110413-1500-COMMITTEE-INTA_en_134_0
666,20120126-0900-COMMITTEE-EMPL_en_238_1
667,20140122-0930-COMMITTEE-DROI_en_71_0
668,20130123-0900-COMMITTEE-BUDG_en_131_1
669,20130923-1500-COMMITTEE-REGI_en_3_1
670,20200122-0900-COMMITTEE-EMPL_en_7_1
671,20120321-1500-COMMITTEE-AFET_en_159_2
672,20120327-1700-COMMITTEE-ECON-ECON-EMPL_en_186_1
673,20090930-1500-COMMITTEE-SEDE_en_301_0
674,20120426-1500-COMMITTEE-REGI_en_330_1
675,20110315-0900-COMMITTEE-INTA_en_271_1
676,20091130-1619-COMMITTEE-PETI-MONETTE_en_53_0
677,20150415-0900-PLENARY-17_en_3_1
678,20161110-0900-COMMITTEE-INTA_en_150_0
679,20110413-0900-COMMITTEE-BUDG_en_181_0
680,20111107-1500-COMMITTEE-ENVI_en_18_0
681,20100316-0900-COMMITTEE-ECON_en_235_0
682,20110308-0900-PLENARY-4_en_27_0
683,20170530-1500-COMMITTEE-PANA_en_119_0
684,20140211-0900-COMMITTEE-DEVE_en_265_2
685,20120508-1500-COMMITTEE-AFET_en_70_0
686,20120214-0900-PLENARY-11_en_71_2
687,20180619-0900-COMMITTEE-EMPL_en_341_1
688,20160322-0900-COMMITTEE-PECH_en_25_0
689,20101108-1500-COMMITTEE-EMPL_en_238_0
690,20170322-0900-COMMITTEE-CULT_en_221_1
691,20200121-0900-COMMITTEE-AFET_en_100_1
692,20161011-0900-COMMITTEE-DEVE_en_3_0
693,20090218-0900-PLENARY-10_en_29_0
694,20120124-0900-COMMITTEE-ECON_en_33_1
695,20160421-1000-SPECIAL-UNKN_en_185_1
696,20200508-1500-SPECIAL-STOA_en_10_0
697,20140115-0900-PLENARY-3_en_231_2
698,20160621-1500-COMMITTEE-PETI_en_198_0
699,20100426-1500-COMMITTEE-SEDE_en_23_0
700,20170530-1630-SPECIAL-UNKN_en_14_1
701,20140930-1415-COMMITTEE-HEARING2014DA2_en_33_1
702,20160714-0900-COMMITTEE-PETI_en_151_0
703,20120425-1500-COMMITTEE-ENVI_en_213_0
704,20200219-1500-COMMITTEE-INTA_en_28_0
705,20110704-0900-PLENARY-24_en_12_0
706,20140506-0930-SPECIAL_en_73_0
707,20120313-0900-PLENARY-4_en_77_0
708,20151029-0930-SPECIAL-UNKN_en_47_1
709,20180620-0900-COMMITTEE-INTA_en_69_0
710,20171130-1600-SPECIAL-UNKN_en_177_0
711,20171122-0900-COMMITTEE-DROI_en_47_0
712,20171122-0900-COMMITTEE-PETI_en_197_0
713,20131126-1500-COMMITTEE-AFET_en_315_0
714,20190226-1530-COMMITTEE-LIBE_en_260_0
715,20100601-1500-COMMITTEE-PECH_en_40_0
716,20180702-0900-PLENARY_en_661_1
717,20100223-1500-COMMITTEE-IMCO_en_249_0
718,20180123-0900-COMMITTEE-INTA_en_120_2
719,20180125-1600-SPECIAL-UNKN_en_12_1
720,20180116-1600-SPECIAL-UNKN_en_19_0
721,20170405-0900-PLENARY-22_en_102_2
722,20140715-0900-PLENARY-12_en_33_1
723,20091202-0900-COMMITTEE-BUDG_en_106_1
724,20100322-1500-COMMITTEE-JURI_en_87_0
725,20121113-1530-COMMITTEE-ECON-EMPL_en_170_1
726,20141202-0900-SPECIAL-UNKN_en_191_0
727,20130220-1500-COMMITTEE-INTA_en_202_1
728,20120703-0900-PLENARY-8_en_70_0
729,20161012-0900-COMMITTEE-SEDE_en_22_1
730,20130905-0900-COMMITTEE-INTA_en_116_1
731,20110216-0900-PLENARY-12_en_51_1
732,20111017-1500-COMMITTEE-DROI_en_238_0
733,20141007-1330-COMMITTEE-HEARING2014JH_en_95_0
734,20150311-0900-PLENARY-3_en_65_1
735,20150224-1500-COMMITTEE-DEVE_en_273_0
736,20170124-1500-COMMITTEE-LIBE_en_152_1
737,20150506-1500-COMMITTEE-ECON_en_22_0
738,20100907-0900-PLENARY-8_en_191_1
739,20140212-0900-COMMITTEE-FEMM_en_2_0
740,20140305-0930-SPECIAL-UNKN_en_232_1
741,20170711-1500-COMMITTEE-AGRI_en_45_1
742,20190122-1430-COMMITTEE-IMCO_en_88_0
743,20130709-0900-COMMITTEE-PETI_en_228_1
744,20121113-1550-SPECIAL_en_95_1
745,20120125-0900-COMMITTEE-LIBE_en_141_0
746,20180619-0900-SPECIAL-OTHER_en_307_2
747,20171115-0900-PLENARY-11_en_16_0
748,20170608-1130-COMMITTEE-FEMM_en_41_0
749,20190925-1430-COMMITTEE-SEDE_en_233_1
750,20151001-0900-COMMITTEE-DROI_en_18_1
751,20130415-1900-COMMITTEE-AFCO_en_118_0
752,20100114-1801-SPECIAL_en_34_1
753,20120321-0900-COMMITTEE-IMCO_en_296_0
754,20110323-0900-PLENARY-14_en_7_0
755,20120919-1000-COMMITTEE-AFET_en_182_0
756,20101201-0900-COMMITTEE-ITRE_en_251_1
757,20160216-1130-SPECIAL-UNKN_en_189_0
758,20190402-1000-COMMITTEE-ITRE_en_247_1
759,20090929-1500-COMMITTEE-IMCO_en_293_0
760,20100623-1700-COMMITTEE-CULT_en_42_0
761,20170124-1500-COMMITTEE-REGI_en_288_0
762,20120112-1043-COMMITTEE-PETI_en_198_0
763,20100421-0900-PLENARY-9_en_83_0
764,20110510-1100-SPECIAL-UNKN_en_16_0
765,20120615-1000-SPECIAL-UNKN_en_257_1
766,20131008-0900-PLENARY-19_en_33_0
767,20101109-1500-COMMITTEE-PETI_en_134_0
768,20170321-1530-COMMITTEE-INTA_en_110_0
769,20101209-0900-COMMITTEE-REGI_en_275_0
770,20160707-1030-COMMITTEE-LIBE_en_20_2
771,20180206-0900-PLENARY-20_en_87_0
772,20100601-1500-COMMITTEE-INTA_en_241_0
773,20200219-1600-COMMITTEE-ITRE-IMCO_en_122_1
774,20130916-1500-COMMITTEE-AGRI_en_49_0
775,20150907-0900-PLENARY-20_en_3_0
776,20100204-0900-COMMITTEE-DEVE_en_114_1
777,20110607-0900-PLENARY-10_en_117_1
778,20180117-0900-PLENARY-20_en_48_0
779,20180425-1430-COMMITTEE-SEDE_en_235_0
780,20180425-0900-COMMITTEE-CONT_en_216_1
781,20100622-0900-COMMITTEE-LIBE_en_24_0
782,20200615-1645-COMMITTEE-EMPL_en_87_0
783,20180515-1430-COMMITTEE-DROI_en_12_1
784,20161107-1500-COMMITTEE-ENVI_en_234_0
785,20110302-1443-SPECIAL_en_86_1
786,20100906-0900-PLENARY-9_en_60_1
787,20181121-1430-COMMITTEE-AGRI_en_278_0
788,20110913-0900-PLENARY-8_en_11_0
789,20160926-1500-COMMITTEE-SEDE_en_30_0
790,20180704-0900-PLENARY-21_en_35_0
791,20160204-0900-PLENARY-5_en_64_0
792,20150223-1500-COMMITTEE-AFET_en_120_0
793,20130411-0900-COMMITTEE-ECON_en_242_1
794,20180910-1900-COMMITTEE-ECON_en_36_0
795,20180424-1430-COMMITTEE-BUDG-ENVI_en_75_0
796,20150610-0900-PLENARY-15_en_68_1
797,20180702-0900-PLENARY-4_en_10_1
798,20141216-0900-PLENARY-13_en_43_1
799,20160419-0900-COMMITTEE-REGI_en_87_1
800,20120321-1500-COMMITTEE-AFET_en_241_1
801,20170425-1500-COMMITTEE-ITRE3_en_41_1
802,20180227-1500-COMMITTEE-TRAN_en_135_0
803,20171005-0900-PLENARY-3_en_66_0
804,20130529-0900-SPECIAL-UNKN_en_13_0
805,20130205-0900-PLENARY-15_en_44_0
806,20100113-1300-SPECIAL_en_204_1
807,20120419-0900-PLENARY-3_en_175_0
808,20180417-0900-PLENARY-4_en_300_0
809,20170712-1500-COMMITTEE-CONT_en_178_0
810,20190219-1000-COMMITTEE-JURI_en_55_0
811,20131014-1500-COMMITTEE-DEVE_en_254_1
812,20150121-1500-COMMITTEE-INTA_en_56_0
813,20101209-0900-COMMITTEE-ITRE_en_335_0
814,20120423-1500-COMMITTEE-DEVE_en_57_0
815,20101109-0900-COMMITTEE-PECH_en_235_1
816,20190314-0900-PLENARY_en_143_2
817,20100622-1500-COMMITTEE-AFET_en_346_1
818,20131127-1500-COMMITTEE-BUDG_en_177_1
819,20130702-0900-PLENARY-8_en_23_0
820,20180326-1500-COMMITTEE-CONT_en_191_1
821,20160217-0945-COMMITTEE-PECH_en_23_0
822,20180124-1148-COMMITTEE-JURI_en_61_0
823,20190307-1400-SPECIAL-OTHER_en_127_2
824,20151125-0900-PLENARY-16_en_429_0
825,20120910-0900-PLENARY-16_en_69_0
826,20140304-1300-COMMITTEE-ENVI_en_62_0
827,20130916-1500-COMMITTEE-JURI_en_187_0
828,20170531-0900-PLENARY-10_en_53_1
829,20161013-0900-COMMITTEE-CONT_en_288_1
830,20121025-0900-PLENARY-8_en_0_0
831,20110126-1500-COMMITTEE-FEMM_en_195_1
832,20170209-1600-SPECIAL-UNKN_en_81_1
833,20120508-0900-COMMITTEE-DROI_en_92_0
834,20130321-0900-COMMITTEE-ENVI_en_225_1
835,20190107-1530-COMMITTEE-LIBE_en_48_1
836,20141104-0900-COMMITTEE-BUDG_en_61_1
837,20100316-0900-COMMITTEE-FEMM_en_201_1
838,20140317-1500-COMMITTEE-ECON_en_35_1
839,20141105-0900-COMMITTEE-ITRE_en_283_1
840,20160427-1900-COMMITTEE-JURI-IMCO_en_122_1
841,20101129-1500-COMMITTEE-IMCO_en_204_1
842,20151019-1530-COMMITTEE-DEVE_en_61_0
843,20111011-0900-COMMITTEE-AFET_en_161_1
844,20120320-1500-COMMITTEE-LIBE_en_2_1
845,20121004-0900-COMMITTEE-BUDG_en_71_1
846,20181018-0900-COMMITTEE-LIBE_en_63_1
847,20120917-1500-COMMITTEE-EMPL_en_290_1
848,20200128-0900-COMMITTEE-CONT_en_168_1
849,20180906-0900-COMMITTEE-LIBE_en_386_1
850,20201028-0900-COMMITTEE-BUDG_en_37_0
851,20141202-0900-COMMITTEE-PETI_en_13_1
852,20160224-0900-PLENARY-7_en_77_1
853,20090902-0900-COMMITTEE-BUDG_en_181_0
854,20150903-0900-COMMITTEE-ENVI_en_138_1
855,20100520-0900-PLENARY-4_en_36_0
856,20150226-1500-COMMITTEE-PETI_en_168_1
857,20111129-1400-SPECIAL-UNKN_en_218_1
858,20120510-1500-COMMITTEE-BUDG_en_22_0
859,20130417-0900-PLENARY-13_en_144_0
860,20100128-0900-COMMITTEE_en_9_1
861,20130123-1500-COMMITTEE-DROI_en_299_0
862,20190402-1445-COMMITTEE-LIBE_en_96_0
863,20150211-0900-PLENARY-3_en_337_1
864,20180524-1600-SPECIAL_en_73_2
865,20120530-1500-COMMITTEE-IMCO_en_215_0
866,20101109-0900-COMMITTEE-BUDG_en_72_1
867,20110126-0900-COMMITTEE-LIBE_en_10_0
868,20160217-0900-COMMITTEE-DROI_en_307_0
869,20141104-0900-COMMITTEE-AFET_en_270_1
870,20130918-1500-COMMITTEE-ENVI_en_59_1
871,20111116-0900-PLENARY-8_en_118_0
872,20151201-1500-COMMITTEE-AGRI_en_104_1
873,20090210-1500-COMMITTEE-AFET_en_354_1
874,20150223-1500-COMMITTEE-DEVE_en_259_0
875,20130208-1600-SPECIAL-EUROSCOLA_en_159_0
876,20160114-0900-COMMITTEE-AFET_en_158_1
877,20150615-1500-COMMITTEE-AFET_en_48_0
878,20180315-0930-SPECIAL-UNKN_en_90_0
879,20100323-0900-COMMITTEE-PETI_en_240_1
880,20091215-0945-SPECIAL_en_16_0
881,20091110-0900-COMMITTEE-INTA_en_207_0
882,20131210-0900-PLENARY-16_en_75_1
883,20160217-1500-COMMITTEE-SEDE_en_109_0
884,20101109-1000-COMMITTEE-ECON_en_220_0
885,20160425-1500-COMMITTEE-ECON_en_22_0
886,20190925-1430-COMMITTEE-SEDE_en_215_1
887,20150528-1500-COMMITTEE-ITRE_en_66_0
888,20170503-1500-COMMITTEE-TRAN_en_289_1
889,20160525-1900-COMMITTEE-AGRI_en_74_0
890,20121126-1500-COMMITTEE-AFET_en_142_0
891,20150506-0900-COMMITTEE-IMCO_en_185_1
892,20140211-0900-COMMITTEE-DEVE_en_153_0
893,20150520-0900-PLENARY-23_en_164_2
894,20140327-1600-SPECIAL-UNKN_en_88_0
895,20120320-1500-COMMITTEE-LIBE_en_359_1
896,20120912-0900-PLENARY-14_en_88_1
897,20101026-1500-COMMITTEE-AGRI_en_184_1
898,20140722-1500-COMMITTEE-LIBE_en_210_1
899,20131218-1700-COMMITTEE-AFET_en_142_1
900,20150914-1500-COMMITTEE-AGRI_en_81_1
901,20090831-1500-COMMITTEE-AFCO_en_35_0
902,20190227-1530-COMMITTEE-ENVI_en_29_2
903,20170504-1430-SPECIAL-UNKN_en_88_1
904,20110614-1500-COMMITTEE-ENVI_en_116_0
905,20191121-1400-COMMITTEE-LIBE_en_142_1
906,20171005-0900-PLENARY-5_en_24_1
907,20120712-1500-COMMITTEE-BUDG_en_191_1
908,20110110-1500-COMMITTEE-LIBE_en_369_1
909,20180425-1430-COMMITTEE-SEDE_en_178_0
910,20190402-0900-COMMITTEE-LIBE_en_2_0
911,20180911-0900-PLENARY-witholdRO_en_689_0
912,20100128-0900-COMMITTEE-DEVE_en_267_1
913,20141001-1500-COMMITTEE-HEARING2014JH3_en_271_0
914,20170228-0900-COMMITTEE-INTA_en_187_1
915,20121106-1500-COMMITTEE-INTA_en_301_1
916,20130612-0900-PLENARY-15_en_118_1
917,20120920-1500-COMMITTEE-LIBE_en_228_0
918,20191008-1100-SPECIAL-HEARING-4Q2_en_16_1
919,20100317-0900-COMMITTEE-DEVE_en_67_0
920,20180514-1500-COMMITTEE-CONT_en_68_1
921,20140318-1500-SPECIAL-UNKN_en_0_1
922,20111219-1500-COMMITTEE-ECON_en_362_0
923,20160114-0900-COMMITTEE-AFCO_en_98_2
924,20140121-1500-SPECIAL-UNKN_en_54_0
925,20101129-1100-SPECIAL_en_5_0
926,20160223-1500-COMMITTEE-CONT_en_361_1
927,20110712-0900-COMMITTEE-ECON_en_144_0
928,20111011-0900-COMMITTEE-AFCO_en_83_0
929,20130218-1530-COMMITTEE-DEVE_en_115_0
930,20160621-0900-COMMITTEE-ENVI_en_119_0
931,20101214-0900-PLENARY-8_en_2_1
932,20150302-1500-COMMITTEE-AFET_en_384_0
933,20121128-1500-COMMITTEE-DROI_en_334_1
934,20200212-0900-PLENARY_en_552_1
935,20090211-0855-COMMITTEE-AFET_en_264_0
936,20201116-1615-COMMITTEE-ENVI_en_77_0
937,20160511-1500-SPECIAL-UNKN_en_70_2
938,20170904-1500-COMMITTEE-SEDE_en_364_1
939,20091210-0900-COMMITTEE-INTA_en_121_0
940,20130221-0900-COMMITTEE-AFET_en_88_0
941,20180601-1630-SPECIAL-17_en_81_1
942,20130114-0900-PLENARY-14_en_48_0
943,20150121-1500-COMMITTEE-SEDE_en_76_0
944,20110907-1439-SPECIAL-UNKN_en_271_1
945,20140912-0937-COMMITTEE-ECON-DRAGHI_en_17_1
946,20100316-1500-COMMITTEE-ENVI_en_115_1
947,20100323-0900-COMMITTEE-CONT_en_38_1
948,20170619-1500-COMMITTEE-AGRI_en_54_1
949,20180619-1500-SPECIAL-OTHER_en_86_1
950,20091105-0900-COMMITTEE-AFET_en_232_1
951,20150909-0900-PLENARY-18_en_30_1
952,20170622-0900-COMMITTEE-PECH_en_42_1
953,20100622-0900-COMMITTEE-ENVI_en_101_1
954,20160301-0900-SPECIAL-UNKN_en_85_0
955,20170907-0900-COMMITTEE-PETI_en_17_2
956,20170608-1400-COMMITTEE-LIBE_en_49_0
957,20161108-0900-COMMITTEE-EMIS_en_117_0
958,20100126-0900-COMMITTEE-ENVI_en_88_0
959,20180130-1314-SPECIAL-UNKN_en_222_1
960,20130121-1500-COMMITTEE-DEVE_en_247_0
961,20180528-0900-PLENARY-28_en_20_1
962,20170928-0900-COMMITTEE-IMCO_en_197_1
963,20121105-1500-COMMITTEE-DEVE_en_247_1
964,20150430-0900-PLENARY-5_en_95_0
965,20200206-0900-COMMITTEE-ECON_en_1_0
966,20131218-0930-COMMITTEE-ECON_en_53_0
967,20101130-1500-COMMITTEE-ENVI_en_219_0
968,20180829-1430-COMMITTEE-BUDG_en_10_1
969,20170424-1500-COMMITTEE-PETI_en_156_0
970,20200915-0900-PLENARY_en_20_0
971,20150714-1500-COMMITTEE-DEVE_en_27_0
972,20171115-1600-SPECIAL-UNKN_en_51_1
973,20141007-1000-COMMITTEE-HEARING2014JK_en_354_1
974,20131126-0900-COMMITTEE-ECON_en_71_0
975,20090211-0900-COMMITTEE-EMPL_en_93_0
976,20110210-1500-COMMITTEE-IMCO_en_35_1
977,20180516-1430-COMMITTEE-AGRI_en_5_1
978,20130121-1500-COMMITTEE-DEVE_en_136_1
979,20150209-1900-COMMITTEE-AFET_en_229_1
980,20180124-0930-COMMITTEE-FEMM_en_278_1
981,20151027-0900-PLENARY-14_en_13_0
982,20190311-0900-PLENARY_en_689_1
983,20120621-1500-COMMITTEE-ENVI_en_81_0
984,20180824-0930-SPECIAL-OTHER_en_430_0
985,20190211-0900-PLENARY_en_542_1
986,20111220-1500-COMMITTEE-ENVI_en_164_1
987,20090219-0900-PLENARY-10_en_52_2
988,20131217-1500-COMMITTEE-TRAN_en_135_0
989,20181115-0900-PLENARY_en_49_0
990,20150507-1500-COMMITTEE-LIBE_en_31_1
991,20200511-1000-COMMITTEE-DROI_en_187_0
992,20130326-1430-COMMITTEE-ENVI_en_98_0
993,20131106-1400-SPECIAL_en_254_0
994,20180124-1430-COMMITTEE-PECH_en_180_0
995,20150923-0900-COMMITTEE-LIBE_en_384_0
996,20190115-0900-PLENARY_en_789_1
997,20151027-0900-PLENARY-18_en_93_1
998,20100607-1700-SPECIAL_en_207_0
999,20151116-1500-COMMITTEE-LIBE_en_235_0
1000,20160315-0900-COMMITTEE-CONT_en_337_1
1001,20101004-1500-COMMITTEE-AFCO_en_294_1
1002,20160705-1630-SPECIAL-UNKN_en_10_0
1003,20181121-1000-COMMITTEE-ITRE_en_59_1
1004,20101027-1500-COMMITTEE-TRAN_en_219_1
1005,20181119-1400-SPECIAL-CONFERENCE_en_104_1
1006,20180602-1200-SPECIAL22_en_144_1
1007,20160713-0900-COMMITTEE-DROI_en_295_1
1008,20161122-1030-SPECIAL-UNKN_en_3_0
1009,20191111-1500-COMMITTEE-LIBE_en_145_0
1010,20110301-0900-COMMITTEE-LIBE_en_15_0
1011,20191112-1430-COMMITTEE-PETI_en_127_1
1012,20181122-1000-COMMITTEE-AGRI_en_85_0
1013,20130709-0900-COMMITTEE-LIBE_en_158_0
1014,20150610-0900-PLENARY-10_en_51_0
1015,20170911-0900-PLENARY-22_en_21_1
1016,20180620-1430-COMMITTEE-INTA_en_100_0
1017,20190117-0900-PLENARY_en_337_0
1018,20151119-1500-COMMITTEE-AFCO_en_207_0
1019,20150312-0900-PLENARY-9_en_29_1
1020,20180221-1500-COMMITTEE-AGRI_en_154_0
1021,20170213-1930-COMMITTEE-AGRI_en_145_0
1022,20181128-0900-PLENARY_en_863_0
1023,20150121-0900-COMMITTEE-ENVI_en_390_1
1024,20110404-0900-PLENARY-14_en_198_0
1025,20141201-1500-SPECIAL-UNKN_en_373_1
1026,20101209-0900-COMMITTEE-AFET_en_139_1
1027,20100114-0900-COMMITTEE-DROI_en_241_0
1028,20160926-1500-COMMITTEE-TRAN_en_147_1
1029,20191125-1900-COMMITTEE-BUDG_en_75_1
1030,20160205-1600-SPECIAL-UNKN_en_108_1
1031,20170516-1600-SPECIAL-UNKN_en_11_1
1032,20120619-1500-COMMITTEE-ECON_en_179_0
1033,20120920-1500-COMMITTEE-LIBE_en_162_0
1034,20160912-1900-COMMITTEE-LIBE_en_112_1
1035,20100322-1500-COMMITTEE-TRAN_en_65_1
1036,20170322-0930-COMMITTEE-IMCO_en_5_0
1037,20160712-0900-COMMITTEE-LIBE_en_105_1
1038,20180515-1430-COMMITTEE-EMPL_en_72_2
1039,20200218-1000-COMMITTEE-ITRE_en_134_0
1040,20160706-0900-PLENARY-3_en_16_0
1041,20170125-1500-COMMITTEE-IMCO_en_139_1
1042,20100127-0900-COMMITTEE-IMCO_en_90_0
1043,20110712-0900-COMMITTEE-AFCO_en_41_1
1044,20150610-1400-SPECIAL_en_7_0
1045,20180322-0900-SPECIAL-UNKN3_en_118_2
1046,20121206-0900-COMMITTEE-AFET_en_50_0
