,fileid
6275,20200219-1500-COMMITTEE-INTA_en_26_1
6276,20141202-0900-COMMITTEE-CONT_en_241_0
6277,20120419-0900-PLENARY-6_en_153_1
6278,20151125-0900-PLENARY-16_en_429_0
6279,20100907-0900-PLENARY-13_en_77_0
6280,20130618-1500-COMMITTEE-PECH_en_68_1
6281,20150617-1030-COMMITTEE-SEDE-INTA_en_163_1
6282,20180321-1430-COMMITTEE-PECH_en_321_0
6283,20191120-1430-SPECIAL-CONFERENCE_en_140_0
6284,20100510-1500-COMMITTEE-DEVE_en_90_0
6285,20180702-2045-COMMITTEE-ECON_en_104_0
6286,20130218-1530-COMMITTEE-ECON_en_62_0
6287,20100601-0900-COMMITTEE-ITRE_en_54_1
6288,20140115-0900-PLENARY-8_en_50_0
6289,20141016-0900-COMMITTEE-LIBE_en_16_1
6290,20120702-0900-PLENARY-11_en_2_0
6291,20131022-1010-SPECIAL_en_29_0
6292,20170404-0900-PLENARY-15_en_10_0
6293,20111005-1500-COMMITTEE-AGRI_en_27_0
6294,20150126-1500-COMMITTEE-CONT_en_121_0
6295,20121206-0900-COMMITTEE-AFET_en_33_1
6296,20191023-0900-PLENARY_en_101_0
6297,20180322-0900-COMMITTEE-INTA_en_227_0
6298,20191010-0930-SPECIAL-HEARING_en_10_1
6299,20160418-1500-COMMITTEE-FEMM_en_0_0
6300,20150616-1500-COMMITTEE-ITRE_en_222_0
6301,20121206-0900-COMMITTEE-DEVE_en_50_1
6302,20150511-1500-COMMITTEE-TAXE_en_245_0
6303,20101109-1500-COMMITTEE-ENVI_en_165_0
6304,20160307-0900-PLENARY-10_en_58_0
6305,20161007-1000-SPECIAL-UNKN_en_240_1
6306,20170425-1500-COMMITTEE-BUDG_en_123_2
6307,20131205-0900-COMMITTEE-EMPL_en_271_0
6308,20141103-1500-COMMITTEE-DEVE_en_387_0
6309,20100427-1500-COMMITTEE-AFET_en_268_1
6310,20181108-0900-COMMITTEE-ENVI_en_331_1
6311,20160125-1500-COMMITTEE-CONT_en_146_1
6312,20190903-1500-COMMITTEE-REGI_en_30_1
6313,20170705-0900-PLENARY-20_en_26_1
6314,20090506-0900-PLENARY-15_en_0_1
6315,20161013-1400-COMMITTEE-CONT_en_205_0
6316,20170404-0900-PLENARY-18_en_27_2
6317,20141007-0900-COMMITTEE-PETI_en_290_1
6318,20150505-0900-COMMITTEE-PETI_en_45_1
6319,20141204-0900-COMMITTEE-DROI_en_215_0
6320,20150922-0900-COMMITTEE-ITRE_en_73_0
6321,20100715-0900-COMMITTEE-PECH_en_49_1
6322,20180516-1430-COMMITTEE-DEVE_en_174_0
6323,20131209-0900-PLENARY-15_en_102_0
6324,20151119-0900-COMMITTEE-AFCO_en_304_0
6325,20151006-0900-PLENARY-3_en_150_0
6326,20160317-0900-COMMITTEE-LIBE_en_128_0
6327,20191008-0900-COMMITTEE-DROI_en_105_0
6328,20090402-1250-COMMITTEE-IMCO_en_89_1
6329,20170404-0900-PLENARY-18_en_178_1
6330,20110118-0900-PLENARY-4_en_25_1
6331,20100113-1630-SPECIAL_en_91_0
6332,20111110-1500-COMMITTEE-CULT_en_102_1
6333,20141113-0900-PLENARY-10_en_36_1
6334,20170710-1500-COMMITTEE-ITRE_en_191_0
6335,20120531-0900-COMMITTEE-AFET_en_41_1
6336,20130131-1030-COMMITTEE-AFET-DEVE_en_95_2
6337,20100610-1115-COMMITTEE-AFET-DEVE_en_42_0
6338,20151111-0900-PLENARY-9_en_45_0
6339,20100420-0900-PLENARY-14_en_105_1
6340,20170411-1530-SPECIAL-UNKN_en_21_1
6341,20130619-1500-COMMITTEE-LIBE_en_96_1
6342,20140509-1600-SPECIAL-UNKN_en_47_2
6343,20141002-1330-COMMITTEE-HEARING2014KG_en_298_1
6344,20180829-0900-COMMITTEE-AFET_en_146_0
6345,20171121-0900-COMMITTEE-PECH_en_4_2
6346,20170208-1600-COMMITTEE-ECON-BUDG_en_71_0
6347,20170907-1500-COMMITTEE-REGI_en_190_1
6348,20121119-1900-COMMITTEE-ECON_en_78_0
6349,20120322-0900-COMMITTEE-AFET_en_272_1
6350,20091006-1500-COMMITTEE-ECON_en_174_0
6351,20180619-1500-COMMITTEE-CULT_en_92_1
6352,20100427-1102-COMMITTEE-BUDG_en_93_1
6353,20180906-0900-COMMITTEE-LIBE_en_108_1
6354,20170907-0900-COMMITTEE-PETI_en_216_0
6355,20100913-1500-COMMITTEE-ECON_en_306_0
6356,20130319-1500-COMMITTEE-DROI_en_208_1
6357,20200219-1500-COMMITTEE-CULT_en_202_0
6358,20140211-1500-COMMITTEE-AGRI_en_44_1
6359,20111027-0900-PLENARY-4_en_70_1
6360,20170712-1500-COMMITTEE-DROI-FEMM_en_157_1
6361,20121126-1500-COMMITTEE-TRAN_en_260_0
6362,20091130-1500-COMMITTEE-PECH_en_245_1
6363,20170123-1500-COMMITTEE-LIBE_en_76_0
6364,20161129-0900-COMMITTEE-ECON_en_217_1
6365,20160711-1500-COMMITTEE-LIBE_en_123_0
6366,20121106-1500-COMMITTEE-AFET_en_313_1
6367,20150623-1500-COMMITTEE-EMPL-ECON_en_49_0
6368,20101130-0900-COMMITTEE-IMCO_en_21_1
6369,20190904-1430-COMMITTEE-ECON_en_65_0
6370,20120320-1500-COMMITTEE-IMCO_en_272_0
6371,20090916-0900-PLENARY-13_en_66_1
6372,20111129-1500-COMMITTEE-LIBE_en_153_1
6373,20170228-1500-COMMITTEE-AGRI_en_89_0
6374,20140120-1500-COMMITTEE-PETI_en_149_0
6375,20131204-1230-SPECIAL-UNKN_en_63_0
6376,20180620-1530-COMMITTEE-LIBE_en_68_0
6377,20100428-0900-COMMITTEE-LIBE_en_125_1
6378,20200117-1000-SPECIAL-EUROSCOLA_en_77_0
6379,20131126-1500-COMMITTEE-AFET_en_204_0
6380,20150226-0900-COMMITTEE-DROI_en_196_1
6381,20150714-1500-COMMITTEE-CULT_en_138_0
6382,20150414-1500-COMMITTEE-IMCO_en_212_0
6383,20180314-0900-PLENARY-20_en_27_1
6384,20100322-1500-COMMITTEE-TRAN_en_219_2
6385,20100209-1430-SPECIAL_en_39_1
6386,20170711-1500-COMMITTEE-TRAN_en_91_1
6387,20140929-1430-COMMITTEE-HEARING2014KV_en_180_1
6388,20180409-1500-COMMITTEE-ECON_en_131_1
6389,20140304-1300-COMMITTEE-ENVI_en_62_0
6390,20170125-0900-COMMITTEE-DEVE_en_287_0
6391,20151007-0900-PLENARY-4_en_124_1
6392,20150506-0900-COMMITTEE-ECON_en_183_1
6393,20100929-1500-COMMITTEE-PETI_en_112_0
6394,20140722-1030-COMMITTEE-CULT_en_116_0
6395,20130319-0900-COMMITTEE-CRIM-DEVE_en_261_2
6396,20180710-1430-COMMITTEE-JURI_en_348_0
6397,20101026-1500-COMMITTEE-TRAN_en_85_0
6398,20130529-1500-COMMITTEE-IMCO_en_44_1
6399,20111004-1500-COMMITTEE-ITRE_en_141_0
6400,20120417-0900-PLENARY-8_en_22_1
6401,20171206-1000-SPECIAL-UNKN_en_103_2
6402,20100930-1300-SPECIAL_en_59_1
6403,20151117-0900-COMMITTEE-ECON_en_240_2
6404,20160218-1800-SPECIAL_en_28_1
6405,20120418-0900-PLENARY-17_en_21_0
6406,20111115-0900-PLENARY-5_en_157_0
6407,20141202-1500-COMMITTEE-EMPL_en_332_0
6408,20130912-0900-PLENARY-14_en_10_0
6409,20190220-0900-COMMITTEE-PETI_en_41_1
6410,20180124-0900-COMMITTEE-ENVI_en_54_0
6411,20090120-1500-COMMITTEE-CONT_en_76_0
6412,20140722-1100-COMMITTEE-TRAN_en_54_0
6413,20160713-0900-COMMITTEE-EMPL_en_66_0
6414,20180619-0900-COMMITTEE-ECON_en_162_0
6415,20100902-0911-COMMITTEE-AFET_en_58_1
6416,20180829-0900-COMMITTEE-DEVE_en_299_0
6417,20091103-0900-SPECIAL_en_351_1
6418,20150223-1500-COMMITTEE-TRAN_en_33_0
6419,20100126-1500-COMMITTEE-CULT_en_331_0
6420,20140213-1812-SPECIAL_en_1_0
6421,20141204-0900-COMMITTEE-PECH_en_155_1
6422,20150915-0900-COMMITTEE-FEMM_en_88_1
6423,20180906-0900-COMMITTEE-TRAN_en_143_0
6424,20110928-0900-PLENARY-7_en_158_0
6425,20140402-0900-PLENARY-20_en_1_1
6426,20160713-1500-COMMITTEE-IMCO_en_194_0
6427,20191107-0900-COMMITTEE-INTA_en_159_1
6428,20110706-0927-SPECIAL-UNKN_en_35_0
6429,20180327-0900-COMMITTEE-ECON-TAX3_en_2_1
6430,20120919-1500-COMMITTEE-PETI_en_86_0
6431,20150324-0900-COMMITTEE-CONT_en_156_0
6432,20170511-1000-SPECIAL-UNKN_en_212_0
6433,20110414-0930-SPECIAL-UNKN_en_273_1
6434,20170621-1500-COMMITTEE-DROI_en_99_1
6435,20110621-1500-COMMITTEE-JURI_en_16_1
6436,20140225-0900-PLENARY-17_en_57_1
6437,20170711-1500-COMMITTEE-TRAN_en_103_0
6438,20090216-1500-COMMITTEE-CONT_en_317_0
6439,20191205-0900-COMMITTEE-REGI_en_159_0
6440,20170619-1600-COMMITTEE-INTA_en_77_0
6441,20150909-1400-SPECIAL-UNKN_en_81_0
6442,20130424-0900-COMMITTEE-INTA_en_2_0
6443,20130618-0900-COMMITTEE-INTA_en_94_1
6444,20191204-0900-COMMITTEE-IMCO_en_66_0
6445,20120319-1500-COMMITTEE-AFCO_en_74_1
6446,20151222-0930-COMMITTEE-ENVI_en_86_2
6447,20150120-0900-COMMITTEE-AFET_en_379_1
6448,20190402-1430-COMMITTEE-SEDE_en_350_1
6449,20150713-1500-COMMITTEE-INTA_en_182_0
6450,20101019-0900-PLENARY-4_en_63_0
6451,20151214-1900-COMMITTEE-AFET-DEVE-DROI_en_71_0
6452,20100601-1500-COMMITTEE-ECON_en_57_0
6453,20161012-1500-COMMITTEE-IMCO_en_110_0
6454,20160418-1500-COMMITTEE-ENVI_en_58_1
6455,20130911-0900-PLENARY-11_en_33_1
6456,20100223-1500-COMMITTEE-ITRE_en_201_1
6457,20181008-1500-COMMITTEE-DEVE_en_113_0
6458,20140109-0900-COMMITTEE-CONT_en_253_0
6459,20151007-0900-PLENARY-4_en_94_0
6460,20171012-0900-COMMITTEE-LIBE_en_214_1
6461,20181120-1445-SPECIAL-CONFERENCE_en_258_0
6462,20190313-0900-PLENARY_en_850_1
6463,20100325-0900-PLENARY-4_en_184_1
6464,20170503-0900-COMMITTEE-ECON_en_2_0
6465,20150413-1500-COMMITTEE-INTA_en_15_0
6466,20140410-1051-COMMITTEE-LIBE_en_68_0
6467,20190403-0930-SPECIAL-STOA_en_271_1
6468,20120426-0900-COMMITTEE-IMCO_en_10_0
6469,20160831-0900-COMMITTEE-ECON_en_134_0
6470,20110907-1439-SPECIAL-UNKN_en_195_0
6471,20100511-1430-SPECIAL_en_336_1
6472,20130703-0900-PLENARY-10_en_126_1
6473,20160615-0900-COMMITTEE-PECH_en_204_0
6474,20201116-1345-COMMITTEE-CONT_en_7_0
6475,20161110-0900-COMMITTEE-ITRE-CULT_en_53_0
6476,20140722-1400-COMMITTEE-AFCO_en_41_1
6477,20180416-1630-SPECIAL-UNKN_en_44_0
6478,20111011-1500-COMMITTEE-ECON_en_21_0
6479,20191007-1430-SPECIAL-HEARING-4Q2_en_186_1
6480,20121106-1500-COMMITTEE-ECON_en_113_0
6481,20140407-1500-COMMITTEE-DEVE_en_27_1
6482,20111011-0900-COMMITTEE-IMCO_en_254_1
6483,20171122-0900-COMMITTEE-PETI_en_135_1
6484,20130315-1000-SPECIAL-UNKN_en_152_1
6485,20141105-1500-COMMITTEE-SEDE_en_140_0
6486,20181015-1500-COMMITTEE-AGRI_en_199_0
6487,20110228-1500-COMMITTEE-LIBE_en_158_0
6488,20140212-1500-COMMITTEE-ITRE_en_202_1
6489,20110207-1500-COMMITTEE-BUDG_en_92_1
6490,20130110-0900-COMMITTEE-LIBE_en_265_0
6491,20141126-0900-PLENARY-13_en_28_0
6492,20150416-1600-SPECIAL-UNKN_en_64_0
6493,20180314-0900-PLENARY-4_en_133_0
6494,20120227-1500-COMMITTEE-REGI_en_353_1
6495,20111004-0904-COMMITTEE-SEDE_en_72_0
6496,20201028-0900-COMMITTEE-PETI_en_22_1
6497,20170309-0900-COMMITTEE-ENVI_en_12_0
6498,20170503-0900-COMMITTEE-INTA_en_146_0
6499,20150921-1500-COMMITTEE-DEVE_en_87_0
6500,20180702-0900-PLENARY-14_en_14_1
6501,20160613-1500-COMMITTEE-ITRE_en_269_0
6502,20140711-1100-SPECIAL-UNKN_en_1_0
6503,20151110-0900-COMMITTEE-ENVI_en_243_1
6504,20150223-1500-COMMITTEE-AFET_en_48_1
6505,20100308-0900-PLENARY-15_en_13_0
6506,20111116-0900-PLENARY-8_en_4_1
6507,20110411-1500-COMMITTEE-TRAN_en_140_1
6508,20110711-1500-COMMITTEE-IMCO_en_104_1
6509,20140217-1500-COMMITTEE-ENVI-DEVE-IMCO-PETI_en_6_0
6510,20150122-1500-COMMITTEE-LIBE_en_318_0
6511,20180206-0900-PLENARY-4_en_232_0
6512,20130411-0900-COMMITTEE-IMCO_en_242_0
6513,20110526-0900-COMMITTEE-AFET_en_51_0
6514,20160711-1500-COMMITTEE-ECON-BUDG_en_6_0
6515,20180321-1430-COMMITTEE-BUDG-ECON_en_180_0
6516,20130418-0900-PLENARY-3_en_85_2
6517,20170608-0900-COMMITTEE-LIBE_en_111_0
6518,20130122-0900-COMMITTEE-PECH_en_146_1
6519,20170907-0900-COMMITTEE-JURI_en_2_1
6520,20130325-1500-COMMITTEE-AGRI_en_178_0
6521,20130710-1500-COMMITTEE-REGI_en_67_1
6522,20151027-0900-PLENARY-11_en_38_1
6523,20120510-0900-PLENARY-5_en_42_1
6524,20180426-1400-SPECIAL-UNKN_en_111_0
6525,20200116-0930-SPECIAL-STOA_en_25_0
6526,20110711-1500-COMMITTEE-AGRI_en_64_1
6527,20101122-0900-PLENARY-14_en_54_1
6528,20090505-0900-PLENARY-10_en_36_0
6529,20130117-0900-PLENARY-3_en_15_1
6530,20100223-1500-COMMITTEE-CULT_en_59_0
6531,20160915-0800-COMMITTEE-AFET_en_126_1
6532,20141104-0900-COMMITTEE-EMPL_en_297_0
6533,20120613-0900-PLENARY-8_en_77_1
6534,20170213-2000-COMMITTEE-ECON_en_19_0
6535,20111107-1500-COMMITTEE-ECON_en_402_0
6536,20130207-0900-PLENARY-7_en_39_0
6537,20111130-0900-PLENARY-15_en_52_1
6538,20180320-0900-COMMITTEE-CULT_en_67_0
6539,20120229-0900-COMMITTEE-ECON_en_65_0
6540,20170622-0900-COMMITTEE-CULT_en_72_0
6541,20160622-0900-PLENARY-17_en_6_0
6542,20150122-0900-COMMITTEE-INTA_en_197_0
6543,20170516-0900-PLENARY-16_en_163_0
6544,20091104-1500-COMMITTEE-BUDG_en_210_1
6545,20200121-1630-COMMITTEE-AFET-SEDE_en_104_0
6546,20160510-1050-SPECIAL-UNKN_en_26_0
6547,20200130-0900-PLENARY_en_522_0
6548,20181022-2000-COMMITTEE-ECON_en_8_0
6549,20110314-1500-COMMITTEE-CRIS_en_147_1
6550,20170411-1530-COMMITTEE-JURI-ENVI_en_147_0
6551,20200123-1600-SPECIAL-EUROSCOLA_en_172_0
6552,20110419-1500-SPECIAL-LIBE_en_325_0
6553,20160302-1500-COMMITTEE-ECON_en_90_0
6554,20190307-1000-COMMITTEE-AGRI_en_75_1
6555,20120123-1500-COMMITTEE-AFET_en_217_0
6556,20170119-0900-PLENARY-6_en_15_0
6557,20141125-0900-PLENARY-5_en_71_2
6558,20090210-1500-COMMITTEE-TRAN_en_113_0
6559,20190312-0900-PLENARY_en_64_0
6560,20190121-1500-COMMITTEE-TRAN_en_195_0
6561,20181009-1430-COMMITTEE-AGRI_en_137_1
6562,20170907-0900-COMMITTEE-ENVI_en_91_0
6563,20101005-1630-COMMITTEE-EMPL-FEMM_en_41_0
6564,20150527-0900-PLENARY-5_en_8_1
6565,20111123-1500-COMMITTEE-PECH_en_79_1
6566,20170214-0900-PLENARY-3_en_3_0
6567,20141202-1500-COMMITTEE-AFET_en_271_2
6568,20131202-1500-COMMITTEE-SEDE_en_60_1
6569,20130320-0900-COMMITTEE-AFET_en_381_0
6570,20200615-1645-COMMITTEE-LIBE_en_102_0
6571,20201110-1345-COMMITTEE-CONT-1_en_82_0
6572,20120227-1500-COMMITTEE-ITRE_en_23_0
6573,20130423-0900-COMMITTEE-EMPL_en_183_0
6574,20191128-0900-COMMITTEE-CONT_en_125_1
6575,20180321-1430-COMMITTEE-INTA_en_332_1
6576,20131212-0830-COMMITTEE-AFET_en_120_0
6577,20190417-0900-PLENARY_en_1265_0
6578,20170213-1900-COMMITTEE-AFET_en_76_1
6579,20181114-0900-SPECIAL-CONFERENCE_en_214_0
6580,20110524-0900-COMMITTEE-IMCO_en_10_0
6581,20120125-1500-COMMITTEE-FEMM_en_77_0
6582,20160222-1500-COMMITTEE-AGRI_en_203_0
6583,20150520-0900-PLENARY-8_en_47_0
6584,20131111-1500-COMMITTEE-LIBE_en_146_0
6585,20110525-1500-COMMITTEE-ITRE_en_242_0
6586,20160411-0900-PLENARY-15_en_73_0
6587,20110125-1500-COMMITTEE-EMPL_en_3_1
6588,20120123-1500-COMMITTEE-AGRI_en_263_1
6589,20191129-1000-SPECIAL-EUROSCOLA_en_256_0
6590,20200219-1430-COMMITTEE-AFCO_en_2_0
6591,20171115-1600-SPECIAL-UNKN_en_172_0
6592,20130521-0900-PLENARY-10_en_199_1
6593,20091006-0900-COMMITTEE-LIBE_en_253_0
6594,20160222-1500-COMMITTEE-IMCO_en_298_1
6595,20180220-0900-COMMITTEE-LIBE_en_118_1
6596,20091123-0900-PLENARY-15_en_12_1
6597,20110616-0900-COMMITTEE-IMCO_en_158_1
6598,20201006-0900-PLENARY_en_165_0
6599,20110331-0900-SPECIAL-UNKN_en_196_0
6600,20160314-1500-SPECIAL-UNKN_en_102_0
6601,20151013-1900-COMMITTEE-BUDG-ECON_en_53_0
6602,20131107-0900-COMMITTEE-CONT_en_215_2
6603,20180320-0900-COMMITTEE-TRAN_en_203_0
6604,20130306-1615-SPECIAL-UNKN_en_285_1
6605,20150917-1500-COMMITTEE-REGI_en_116_1
6606,20090930-1500-COMMITTEE-DROI_en_250_0
6607,20130930-1500-COMMITTEE-ECON_en_287_0
6608,20191106-1000-COMMITTEE-LIBE_en_270_2
6609,20131024-0900-PLENARY-10_en_25_0
6610,20111017-1500-COMMITTEE-IMCO_en_115_1
6611,20200203-1500-COMMITTEE-AFET_en_60_1
6612,20100316-1500-COMMITTEE-AGRI_en_282_0
6613,20190903-1430-COMMITTEE-JURI_en_190_1
6614,20111220-0900-COMMITTEE-ECON_en_106_0
6615,20200218-1430-COMMITTEE-JURI_en_239_1
6616,20181022-2100-COMMITTEE-FEMM_en_19_0
6617,20180601-1730-SPECIAL-18_en_64_0
6618,20161129-1500-COMMITTEE-CONT_en_306_0
6619,20100504-1500-COMMITTEE-AGRI_en_126_0
6620,20180515-0900-COMMITTEE-CONT_en_82_0
6621,20200710-0900-PLENARY_en_163_0
6622,20130319-1000-COMMITTEE-DROI_en_198_0
6623,20121218-0900-COMMITTEE-INTA_en_49_0
6624,20180424-0900-COMMITTEE-JURI_en_181_1
6625,20170227-1500-COMMITTEE-ITRE_en_30_0
6626,20141001-1500-COMMITTEE-HEARING2014JH3_en_271_0
6627,20150617-1530-SPECIAL-UNKN_en_35_1
6628,20181206-0900-COMMITTEE-ECON_en_47_0
6629,20140401-1500-COMMITTEE-ECON_en_200_1
6630,20100622-1500-COMMITTEE-CONT_en_170_0
6631,20120319-1500-COMMITTEE-AGRI_en_265_1
6632,20120509-0900-PLENARY-12_en_22_1
6633,20161020-0900-COMMITTEE-CONT_en_190_0
6634,20120604-1500-COMMITTEE-FEMM_en_203_1
6635,20111004-0900-COMMITTEE-LIBE_en_115_1
6636,20160926-1500-COMMITTEE-INTA_en_120_0
6637,20170330-1600-SPECIAL-UNKN_en_17_0
6638,20130627-0900-COMMITTEE-LIBE_en_257_0
6639,20180319-1500-COMMITTEE-ENVI_en_103_0
6640,20160125-1730-COMMITTEE-SEDE-DROI_en_37_0
6641,20140116-0900-PLENARY-7_en_1_1
6642,20110615-1000-COMMITTEE-ITRE_en_217_2
6643,20180829-1500-COMMITTEE-EMPL_en_170_1
6644,20110413-1500-COMMITTEE-DROI_en_163_0
6645,20110126-1500-COMMITTEE-CRIS_en_39_1
6646,20131021-0900-PLENARY-18_en_28_1
6647,20180829-1430-COMMITTEE-INTA_en_162_1
6648,20151210-1400-COMMITTEE-LIBE_en_107_1
6649,20101201-1500-COMMITTEE-EMPL_en_303_2
6650,20180327-0900-COMMITTEE-REGI_en_283_1
6651,20171122-1430-COMMITTEE-SEDE_en_368_0
6652,20110308-1330-SPECIAL_en_20_0
6653,20181121-0900-COMMITTEE-IMCO_en_50_1
6654,20120425-1500-COMMITTEE-LIBE_en_56_1
6655,20151210-0900-COMMITTEE-PECH_en_60_2
6656,20150224-0900-COMMITTEE-LIBE_en_216_0
6657,20180613-1530-SPECIAL-PRESSER_en_89_1
6658,20101207-1445-SPECIAL_en_210_1
6659,20130320-1500-COMMITTEE-LIBE_en_179_0
6660,20131017-1500-COMMITTEE-IMCO_en_90_0
6661,20100111-1300-SPECIAL_en_51_1
6662,20121212-1630-SPECIAL-UNKN_en_17_0
6663,20140509-1530-SPECIAL-EYE_en_126_2
6664,20150224-1500-COMMITTEE-CONT_en_56_1
6665,20111005-1500-COMMITTEE-ITRE_en_172_1
6666,20120321-0900-COMMITTEE-AFET_en_291_0
6667,20170124-0900-COMMITTEE-PANA_en_331_1
6668,20180924-1500-COMMITTEE-TRAN_en_269_1
6669,20170425-1500-COMMITTEE-FEMM_en_118_1
6670,20110131-1100-SPECIAL-UNKN_en_37_1
6671,20100324-0900-PLENARY-8_en_60_0
6672,20170925-1500-COMMITTEE-SEDE_en_209_0
6673,20171130-1600-SPECIAL-UNKN_en_115_0
6674,20170125-1500-COMMITTEE-DEVE_en_134_0
6675,20111025-0900-PLENARY-11_en_50_0
6676,20200508-1500-SPECIAL-STOA_en_6_0
6677,20120327-0900-COMMITTEE-JURI_en_1_0
6678,20120424-0900-COMMITTEE-PECH_en_158_0
6679,20191023-0900-PLENARY_en_1334_0
6680,20110615-0900-COMMITTEE-BUDG_en_23_0
6681,20140303-1500-COMMITTEE-IMCO_en_14_1
6682,20170601-0900-PLENARY-4_en_48_0
6683,20190123-1430-COMMITTEE-DROI_en_75_1
6684,20150506-1500-COMMITTEE-BUDG_en_24_1
6685,20140925-0900-COMMITTEE-ENVI_en_6_0
6686,20140410-1051-COMMITTEE-LIBE_en_0_0
6687,20130125-0930-SPECIAL_en_84_1
6688,20180711-0900-COMMITTEE-DEVE_en_312_0
6689,20120227-1515-COMMITTEE-ECON-BUDG-EMPL_en_189_1
6690,20130528-1030-COMMITTEE-AFET-SEDE_en_326_0
6691,20191126-0900-PLENARY_en_281_0
6692,20110831-0900-COMMITTEE-ECON_en_173_0
6693,20141111-0900-COMMITTEE-PETI_en_72_0
6694,20170131-0900-COMMITTEE-AFCO_en_34_1
6695,20130516-0900-COMMITTEE-DROI_en_282_0
6696,20111121-1500-COMMITTEE-IMCO_en_70_1
6697,20180710-1430-COMMITTEE-ENVI_en_112_0
6698,20111024-0900-PLENARY-12_en_71_1
6699,20161013-1500-SPECIAL-UNKN_en_260_0
6700,20100429-0900-COMMITTEE-CRIS_en_240_1
6701,20150120-0900-COMMITTEE-JURI_en_203_0
6702,20161129-1500-COMMITTEE-ITRE_en_216_0
6703,20181119-1500-COMMITTEE-CONT_en_134_0
6704,20120510-1500-COMMITTEE-BUDG_en_199_0
6705,20141105-1500-COMMITTEE-INTA_en_375_0
6706,20130321-0900-COMMITTEE-INTA_en_16_2
6707,20180115-0900-PLENARY-11_en_113_0
6708,20100408-0900-COMMITTEE-ITRE_en_47_1
6709,20111011-1500-COMMITTEE-FEMM_en_104_0
6710,20161129-1500-COMMITTEE-AFCO_en_257_0
6711,20100518-1700-SPECIAL_en_21_1
6712,20130116-0900-PLENARY-14_en_108_0
6713,20180425-1430-COMMITTEE-SEDE_en_308_0
6714,20191002-0900-COMMITTEE-INTA_en_123_1
6715,20120411-0930-COMMITTEE-ENVI_en_37_0
6716,20180515-0900-COMMITTEE-EMPL_en_33_1
6717,20200928-1645-COMMITTEE-BUDG_en_167_0
6718,20150428-0900-PLENARY-18_en_213_2
6719,20160316-1500-COMMITTEE-SEDE_en_290_0
6720,20150129-0900-COMMITTEE-ENVI_en_380_1
6721,20150324-0900-COMMITTEE-ITRE_en_85_0
6722,20101115-1500-COMMITTEE-AGRI_en_95_0
6723,20180515-1000-COMMITTEE-ENVI_en_34_1
6724,20101124-0900-PLENARY-119_en_23_0
6725,20191203-1430-COMMITTEE-SEDE_en_320_1
6726,20180829-1430-COMMITTEE-TRAN_en_204_0
6727,20120206-1500-COMMITTEE-IMCO_en_323_1
6728,20180320-1430-COMMITTEE-ENVI_en_8_1
6729,20171128-1430-COMMITTEE-LIBE_en_30_0
6730,20140715-0900-PLENARY-4_en_34_0
6731,20111011-1500-COMMITTEE-INTA_en_79_1
6732,20100408-0900-COMMITTEE-PECH_en_117_1
6733,20151209-0900-SPECIAL-UNKN_en_406_1
6734,20200129-0900-PLENARY_en_65_0
6735,20110317-0900-COMMITTEE-SURE_en_264_0
6736,20110214-0900-PLENARY-9_en_107_1
6737,20180412-0900-COMMITTEE-LIBE_en_181_0
6738,20170425-1500-COMMITTEE-ITRE3_en_33_1
6739,20181113-1000-PRESS_en_232_0
6740,20151109-1500-COMMITTEE-ENVI_en_121_0
6741,20110314-1500-COMMITTEE-DROI_en_162_1
6742,20190923-1645-COMMITTEE-LIBE_en_168_0
6743,20150108-0900-COMMITTEE-ECON_en_183_1
6744,20150504-1500-COMMITTEE-CONT_en_249_0
6745,20131108-0845-COMMITTEE-REGI_en_246_0
6746,20140912-0937-COMMITTEE-ECON-DRAGHI_en_110_0
6747,20150521-0930-SPECIAL-UNKN_en_140_1
6748,20090212-1400-COMMITTEE-DEVE_en_341_0
6749,20170425-1500-COMMITTEE-ENVI_en_344_0
6750,20101025-1500-COMMITTEE-LIBE_en_35_1
6751,20151109-1500-COMMITTEE-AFET_en_22_1
6752,20170321-1500-COMMITTEE-ENVI_en_181_0
6753,20100712-1500-COMMITTEE-AGRI_en_213_1
6754,20090316-1500-COMMITTEE-SEDE_en_118_0
6755,20100324-0900-PLENARY-7_en_217_1
6756,20100113-1431-SPECIAL_en_268_0
6757,20130110-0900-COMMITTEE-LIBE_en_1_2
6758,20131217-0900-COMMITTEE-ITRE_en_115_2
6759,20190403-0900-PLENARY_en_510_1
6760,20130205-0900-PLENARY-4_en_23_0
6761,20101201-1500-COMMITTEE-INTA_en_257_0
6762,20171215-1600-SPECIAL-UNKN_en_19_0
6763,20190430-1630-SPECIAL-CONFERENCE2_en_35_1
6764,20130924-1000-COMMITTEE-INTA_en_117_0
6765,20090316-1500-COMMITTEE-ENVI_en_196_1
6766,20160616-0900-COMMITTEE-SEDE_en_297_0
6767,20120125-1500-COMMITTEE-BUDG_en_153_0
6768,20180425-0900-COMMITTEE-EMPL_en_162_1
6769,20180220-1500-SPECIAL-UNKN_en_42_1
6770,20181009-0900-COMMITTEE-TERR_en_134_1
6771,20111122-0900-COMMITTEE-IMCO_en_193_2
6772,20160218-1130-COMMITTEE-EMPL_en_7_0
6773,20160119-0900-PLENARY-6_en_49_2
6774,20120621-0900-COMMITTEE-INTA_en_177_0
6775,20130319-0900-COMMITTEE-TRAN_en_301_1
6776,20120919-1000-COMMITTEE-INTA_en_13_0
